,movieid,actorid,actor_movie_rank
8656,5254,2115219,7
8657,5254,2143577,51
8658,5254,2169747,50
8659,5254,2277817,65
8660,5254,2392149,64
8661,5254,2423361,34
8662,5254,2430049,44
8663,5254,2631636,18
8664,5254,2639813,42
8665,5254,2696406,56
8666,5254,2717872,40
8667,5254,2837059,25
8668,5254,2842240,28
8669,5254,2881973,15
8670,5254,2899766,3
8671,5254,2908456,60
8672,5254,2965191,66
8673,5254,3005354,21
8674,5254,3019338,55
8675,5254,3029907,63
8676,5254,3029975,43
8677,5254,3068682,6
8678,5254,3105499,47
8679,5254,3192457,46
8680,5254,3262034,53
8681,5254,3281259,31
8682,5254,3562547,27
8683,5254,3587000,52
8684,5254,3676563,33
8685,5254,3748313,36
8686,5254,3881785,39
8687,5254,3939029,26
8688,5269,2021,24
8689,5269,62534,9
8690,5269,117035,8
8691,5269,154032,28
8692,5269,294501,38
8693,5269,376243,21
8694,5269,403380,15
8695,5269,659815,36
8696,5269,685274,17
8697,5269,738567,13
8698,5269,809646,3
8699,5269,817785,31
8700,5269,829389,26
8701,5269,830500,14
8702,5269,895677,10
8703,5269,1065874,27
8704,5269,1367263,7
8705,5269,1373119,23
8706,5269,1405914,25
8707,5269,1446897,4
8708,5269,1539648,16
8709,5269,1634302,37
8710,5269,2092461,33
8711,5269,2118870,19
8712,5269,2147385,18
8713,5269,2217836,2
8714,5269,2603046,22
8715,5269,2691932,30
8716,5269,2728790,11
8717,5269,2798276,12
8718,5269,2800987,20
8719,5269,2918303,35
8720,5269,2996965,32
8721,5269,3251912,1
8722,5269,3419943,6
8723,5269,3553787,29
8724,5269,3799777,5
8725,5269,3931521,34
8726,5282,146906,17
8727,5282,215914,70
8728,5282,276551,74
8729,5282,392461,59
8730,5282,613186,62
8731,5282,751108,24
8732,5282,863219,1
8733,5282,959304,69
8734,5282,1021447,2
8735,5282,1038384,44
8736,5282,1043165,6
8737,5282,1142452,25
8738,5282,1165466,58
8739,5282,1181164,68
8740,5282,1261997,66
8741,5282,1291618,29
8742,5282,1347413,50
8743,5282,1439566,71
8744,5282,1470045,72
8745,5282,1501271,13
8746,5282,1649105,19
8747,5282,1688606,73
8748,5282,1767632,75
8749,5282,1779592,46
8750,5282,1836532,67
8751,5282,1917003,15
8752,5282,1973202,56
8753,5282,2004969,53
8754,5282,2167329,8
8755,5282,2167330,7
8756,5282,2277722,57
8757,5282,2426313,16
8758,5282,2437182,14
8759,5282,2467274,55
8760,5282,2600600,54
8761,5282,2611493,35
8762,5282,2711704,18
8763,5282,2798681,9
8764,5282,2805478,5
8765,5282,2805618,4
8766,5282,2818112,48
8767,5282,2818170,49
8768,5282,2834512,27
8769,5282,2890853,22
8770,5282,2902563,32
8771,5282,2984424,31
8772,5282,3001422,40
8773,5282,3020132,21
8774,5282,3065976,60
8775,5282,3071841,37
8776,5282,3084687,30
8777,5282,3124603,33
8778,5282,3158313,41
8779,5282,3174563,34
8780,5282,3197118,11
8781,5282,3207868,39
8782,5282,3216450,64
8783,5282,3353637,61
8784,5282,3408584,36
8785,5282,3440878,28
8786,5282,3444980,51
8787,5282,3538576,45
8788,5282,3538612,47
8789,5282,3542214,52
8790,5282,3545533,38
8791,5282,3730118,3
8792,5282,3736624,42
8793,5282,3761084,63
8794,5282,3766770,43
8795,5282,3781311,12
8796,5282,3802941,10
8797,5282,3846646,26
8798,5282,3885584,23
8799,5282,3898471,65
8800,5282,3915130,20
8801,5283,125127,40
8802,5283,200831,12
8803,5283,221593,41
8804,5283,240336,44
8805,5283,256523,32
8806,5283,260285,36
8807,5283,360530,19
8808,5283,412301,3
8809,5283,514893,18
8810,5283,602562,28
8811,5283,641251,22
8812,5283,687439,15
8813,5283,736653,14
8814,5283,1072668,5
8815,5283,1095459,37
8816,5283,1212895,38
8817,5283,1264350,16
8818,5283,1301866,4
8819,5283,1352916,22
8820,5283,1484101,7
8821,5283,1490600,1
8822,5283,1590325,8
8823,5283,1722283,6
8824,5283,1792010,24
8825,5283,1971334,35
8826,5283,1981984,29
8827,5283,2064034,17
8828,5283,2084191,42
8829,5283,2093158,33
8830,5283,2133608,30
8831,5283,2147615,9
8832,5283,2256643,34
8833,5283,2280824,10
8834,5283,2615120,8
8835,5283,2732339,13
8836,5283,2789591,43
8837,5283,2813831,45
8838,5283,2871634,20
8839,5283,3378069,26
8840,5283,3488043,46
8841,5283,3506927,25
8842,5283,3549474,23
8843,5283,3562785,27
8844,5283,3563010,2
8845,5283,3693270,31
8846,5283,3886012,11
8847,5283,3939603,39
8848,5292,9757,22
8849,5292,62227,32
8850,5292,103211,1
8851,5292,316387,42
8852,5292,424391,5
8853,5292,440091,8
8854,5292,508444,6
8855,5292,517205,34
8856,5292,721678,30
8857,5292,893670,17
8858,5292,1100801,24
8859,5292,1116072,44
8860,5292,1235478,16
8861,5292,1312160,33
8862,5292,1411033,2
8863,5292,1513750,31
8864,5292,1514082,43
8865,5292,1573516,21
8866,5292,1646994,4
8867,5292,1754201,9
8868,5292,1808282,3
8869,5292,1884242,15
8870,5292,2424805,35
8871,5292,2547818,25
8872,5292,2578126,14
8873,5292,2668266,13
8874,5292,2793093,41
8875,5292,2807779,20
8876,5292,2939215,36
8877,5292,3072956,37
8878,5292,3113996,10
8879,5292,3129322,23
8880,5292,3252656,27
8881,5292,3317103,29
8882,5292,3325462,38
8883,5292,3398584,28
8884,5292,3484752,18
8885,5292,3517197,11
8886,5292,3596939,12
8887,5292,3650106,19
8888,5292,3650653,7
8889,5292,3728868,40
8890,5292,3761516,39
8891,5292,3762410,26
8892,5293,231831,17
8893,5293,270379,8
8894,5293,338059,11
8895,5293,349520,9
8896,5293,601519,2
8897,5293,602027,5
8898,5293,800045,21
8899,5293,1004896,7
8900,5293,1043353,10
8901,5293,1071603,16
8902,5293,1158040,6
8903,5293,1724647,1
8904,5293,2309662,22
8905,5293,2474536,19
8906,5293,2501580,25
8907,5293,2539853,3
8908,5293,3133849,18
8909,5293,3308337,13
8910,5293,3537522,24
8911,5293,3618655,23
8912,5293,3665954,20
8913,5293,3705190,12
8914,5293,3720027,14
8915,5293,3781744,4
8916,5293,3814564,15
8917,5294,196155,4
8918,5294,330104,10
8919,5294,485305,2
8920,5294,512455,1
8921,5294,767558,15
8922,5294,1018128,14
8923,5294,1298290,5
8924,5294,1323349,8
8925,5294,1478713,13
8926,5294,1489425,7
8927,5294,1629882,11
8928,5294,1757405,9
8929,5294,1974876,6
8930,5294,2211829,3
8931,5294,3899742,12
8932,5295,81865,11
8933,5295,342723,2
8934,5295,367076,22
8935,5295,394939,13
8936,5295,565494,1
8937,5295,587668,16
8938,5295,596636,17
8939,5295,617338,9
8940,5295,630023,4
8941,5295,853840,7
8942,5295,1308118,20
8943,5295,1387591,6
8944,5295,1391406,19
8945,5295,1425853,27
8946,5295,1620272,28
8947,5295,1772480,10
8948,5295,1813418,29
8949,5295,2273473,12
8950,5295,2339608,15
8951,5295,2536323,21
8952,5295,2732911,18
8953,5295,2858211,23
8954,5295,3006262,24
8955,5295,3194966,25
8956,5295,3203418,14
8957,5295,3260163,26
8958,5295,3602560,8
8959,5295,3672832,3
8960,5295,3688475,5
8961,5295,3769058,30
8962,5306,30286,42
8963,5306,56517,30
8964,5306,206297,41
8965,5306,289105,28
8966,5306,318420,33
8967,5306,391233,5
8968,5306,608538,44
8969,5306,734626,35
8970,5306,877083,1
8971,5306,914781,12
8972,5306,939732,7
8973,5306,1158058,2
8974,5306,1162382,37
8975,5306,1460215,24
8976,5306,1475070,6
8977,5306,1491154,36
8978,5306,1590054,40
8979,5306,1671334,10
8980,5306,1681771,17
8981,5306,1741332,15
8982,5306,1763073,18
8983,5306,1877679,39
8984,5306,1899946,45
8985,5306,1906670,29
8986,5306,2135382,31
8987,5306,2166278,32
8988,5306,2234257,43
8989,5306,2260312,25
8990,5306,2260448,13
8991,5306,2275578,34
8992,5306,2309017,26
8993,5306,2320293,11
8994,5306,2367418,38
8995,5306,2469326,9
8996,5306,2471218,8
8997,5306,2562986,20
8998,5306,2726365,22
8999,5306,2916041,4
9000,5306,2926070,21
9001,5306,2969492,23
9002,5306,3321847,14
9003,5306,3609575,3
9004,5306,3743459,27
9005,5306,3747365,16
9006,5306,3902191,19
9007,5319,110721,22
9008,5319,200873,56
9009,5319,298389,47
9010,5319,300292,39
9011,5319,380635,43
9012,5319,486900,32
9013,5319,517554,18
9014,5319,517631,35
9015,5319,525692,33
9016,5319,546408,49
9017,5319,636036,31
9018,5319,642507,24
9019,5319,716941,23
9020,5319,720914,26
9021,5319,721787,40
9022,5319,935925,51
9023,5319,1014988,1
9024,5319,1045634,44
9025,5319,1049143,16
9026,5319,1133376,20
9027,5319,1236308,48
9028,5319,1238243,37
9029,5319,1247539,41
9030,5319,1292683,13
9031,5319,1389155,17
9032,5319,1391700,4
9033,5319,1422894,52
9034,5319,1435411,6
9035,5319,1438062,8
9036,5319,1456467,53
9037,5319,1527966,9
9038,5319,1643681,27
9039,5319,1664771,45
9040,5319,1883653,54
9041,5319,1929573,14
9042,5319,1939767,2
9043,5319,2114020,36
9044,5319,2132188,10
9045,5319,2203799,3
9046,5319,2215937,55
9047,5319,2221425,12
9048,5319,2240417,50
9049,5319,2368738,15
9050,5319,2394967,42
9051,5319,2398071,60
9052,5319,2400218,61
9053,5319,2514683,38
9054,5319,2547269,21
9055,5319,2548338,57
9056,5319,2648887,7
9057,5319,2709979,59
9058,5319,3055304,19
9059,5319,3576323,46
9060,5319,3647582,25
9061,5319,3731714,11
9062,5319,3745465,30
9063,5319,3748904,29
9064,5319,3889342,34
9065,5319,3890985,5
9066,5319,3932039,58
9067,5319,3955314,28
9068,5320,124538,39
9069,5320,276318,30
9070,5320,458302,23
9071,5320,458381,21
9072,5320,604282,18
9073,5320,793369,4
9074,5320,983497,40
9075,5320,1107677,35
9076,5320,1127202,33
9077,5320,1180380,36
9078,5320,1216748,19
9079,5320,1333594,29
9080,5320,1357821,41
9081,5320,1390463,8
9082,5320,1402340,45
9083,5320,1464843,34
9084,5320,1541031,42
9085,5320,1598715,44
9086,5320,1878183,16
9087,5320,2076935,15
9088,5320,2139514,13
9089,5320,2666671,20
9090,5320,2724050,1
9091,5320,2728498,2
9092,5320,2954071,3
9093,5320,3014259,25
9094,5320,3100455,28
9095,5320,3117135,22
9096,5320,3162822,5
9097,5320,3169560,6
9098,5320,3216490,7
9099,5320,3379883,14
9100,5320,3380408,10
9101,5320,3603793,43
9102,5320,3670772,31
9103,5320,3675473,46
9104,5320,3695225,11
9105,5320,3717805,17
9106,5320,3734298,9
9107,5320,3832199,27
9108,5320,3879583,24
9109,5320,3890293,12
9110,5320,3896416,37
9111,5320,3898257,26
9112,5320,3919368,32
9113,5320,3937905,38
9114,5321,271930,27
9115,5321,271932,9
9116,5321,554522,18
9117,5321,568386,20
9118,5321,708843,22
9119,5321,819500,14
9120,5321,844143,16
9121,5321,877610,10
9122,5321,1037297,1
9123,5321,1196605,29
9124,5321,1255969,15
9125,5321,1269291,23
9126,5321,1479248,28
9127,5321,1643361,5
9128,5321,1754959,17
9129,5321,1817387,12
9130,5321,1838425,7
9131,5321,2202878,32
9132,5321,2293830,24
9133,5321,2463274,26
9134,5321,2517610,6
9135,5321,2716934,25
9136,5321,2822139,4
9137,5321,2834924,34
9138,5321,2844337,8
9139,5321,2899393,13
9140,5321,2949906,33
9141,5321,3422428,21
9142,5321,3539990,19
9143,5321,3544953,3
9144,5321,3673678,30
9145,5321,3704227,31
9146,5321,3758278,11
9147,5321,3835155,2
9148,5324,101860,5
9149,5324,173166,47
9150,5324,280406,30
9151,5324,284736,31
9152,5324,298958,46
9153,5324,306148,10
9154,5324,306225,48
9155,5324,328516,34
9156,5324,435762,33
9157,5324,447314,51
9158,5324,473800,15
9159,5324,488746,21
9160,5324,630905,40
9161,5324,634936,29
9162,5324,689234,18
9163,5324,753598,9
9164,5324,854096,37
9165,5324,868171,14
9166,5324,880701,8
9167,5324,935436,49
9168,5324,999683,53
9169,5324,1005473,54
9170,5324,1014802,17
9171,5324,1057556,19
9172,5324,1151509,11
9173,5324,1304629,55
9174,5324,1335137,3
9175,5324,1393852,26
9176,5324,1421849,20
9177,5324,1490242,12
9178,5324,1571186,56
9179,5324,1674799,24
9180,5324,1675044,57
9181,5324,1678998,7
9182,5324,1839848,1
9183,5324,1916061,58
9184,5324,1979295,22
9185,5324,2043896,16
9186,5324,2093425,13
9187,5324,2231205,59
9188,5324,2352251,25
9189,5324,2415584,60
9190,5324,2429570,61
9191,5324,2443859,50
9192,5324,2468711,62
9193,5324,2630609,27
9194,5324,2658384,23
9195,5324,2709445,28
9196,5324,2746767,4
9197,5324,2897741,32
9198,5324,2928255,52
9199,5324,2952127,6
9200,5324,2997171,2
9201,5324,3023107,39
9202,5324,3023109,38
9203,5324,3023110,36
9204,5324,3023112,42
9205,5324,3139229,44
9206,5324,3249000,43
9207,5324,3377055,41
9208,5324,3708792,35
9209,5324,3755654,45
9210,5325,101872,18
9211,5325,138958,17
9212,5325,164550,2
9213,5325,172619,27
9214,5325,328662,1
9215,5325,339208,16
9216,5325,458109,14
9217,5325,524384,19
9218,5325,528359,26
9219,5325,571117,22
9220,5325,572015,25
9221,5325,595246,35
9222,5325,660523,4
9223,5325,891095,36
9224,5325,969073,7
9225,5325,1049738,31
9226,5325,1061413,11
9227,5325,1154601,29
9228,5325,1217514,43
9229,5325,1470825,20
9230,5325,1478967,33
9231,5325,1585157,30
9232,5325,1591006,24
9233,5325,1592179,12
9234,5325,1695093,42
9235,5325,1713948,15
9236,5325,1978197,5
9237,5325,2131839,10
9238,5325,2137022,21
9239,5325,2163958,39
9240,5325,2203799,3
9241,5325,2249429,34
9242,5325,2250061,28
9243,5325,2283476,13
9244,5325,2358018,6
9245,5325,2453960,23
9246,5325,2476597,8
9247,5325,2511434,37
9248,5325,2511817,32
9249,5325,2522802,41
9250,5325,2580002,44
9251,5325,2775081,38
9252,5325,3040878,45
9253,5325,3170928,40
9254,5325,3485767,9
9255,5325,3497005,46
9256,5325,3574639,47
9257,5325,3674749,48
9258,5325,3689502,49
9259,5329,45460,7
9260,5329,116763,32
9261,5329,185432,16
9262,5329,226544,13
9263,5329,343711,15
9264,5329,509335,31
9265,5329,665824,9
9266,5329,750592,27
9267,5329,875071,1
9268,5329,1087126,12
9269,5329,1517547,29
9270,5329,1647357,10
9271,5329,1804131,30
9272,5329,1984667,6
9273,5329,1988818,21
9274,5329,2030865,19
9275,5329,2052248,35
9276,5329,2201306,4
9277,5329,2380804,8
9278,5329,2491197,36
9279,5329,2563151,3
9280,5329,2595577,23
9281,5329,2800054,14
9282,5329,2814879,17
9283,5329,2822499,33
9284,5329,2968384,28
9285,5329,2995302,5
9286,5329,2997171,2
9287,5329,3106072,26
9288,5329,3574496,34
9289,5329,3611654,18
9290,5329,3651120,22
9291,5329,3663241,24
9292,5329,3691094,25
9293,5329,3702734,11
9294,5329,3833021,20
9295,5348,32699,27
9296,5348,234423,20
9297,5348,441581,33
9298,5348,524712,4
9299,5348,588984,23
9300,5348,604189,37
9301,5348,611291,48
9302,5348,703481,35
9303,5348,718980,26
9304,5348,753743,28
9305,5348,825241,7
9306,5348,949750,40
9307,5348,1175831,38
9308,5348,1234965,46
9309,5348,1315105,32
9310,5348,1364240,14
9311,5348,1615665,21
9312,5348,1617293,25
9313,5348,1678998,1
9314,5348,1817602,3
9315,5348,1898003,34
9316,5348,1970009,47
9317,5348,2196438,40
9318,5348,2207333,41
9319,5348,2219608,49
9320,5348,2415206,22
9321,5348,2797658,13
9322,5348,2806725,29
9323,5348,2809476,9
9324,5348,2812257,12
9325,5348,2833089,44
9326,5348,2833092,43
9327,5348,2833096,45
9328,5348,2846043,16
9329,5348,2897174,18
9330,5348,2965672,2
9331,5348,3157763,15
9332,5348,3164952,19
9333,5348,3283163,6
9334,5348,3287775,8
9335,5348,3413759,17
9336,5348,3578554,11
9337,5348,3601484,10
9338,5348,3721468,42
9339,5348,3757269,30
9340,5348,3890490,39
9341,5348,3893949,5
9342,5348,3894338,31
9343,5348,3950523,24
9344,5349,50596,12
9345,5349,69932,14
9346,5349,97594,15
9347,5349,190942,17
9348,5349,228978,18
9349,5349,306656,19
9350,5349,561742,23
9351,5349,717431,25
9352,5349,719756,26
9353,5349,935436,28
9354,5349,988964,29
9355,5349,1234956,31
9356,5349,1252181,32
9357,5349,1303434,8
9358,5349,1484838,5
9359,5349,1572881,35
9360,5349,1804738,38
9361,5349,1875117,40
9362,5349,1907368,6
9363,5349,1913895,9
9364,5349,2014163,2
9365,5349,2197622,4
9366,5349,2201836,46
9367,5349,2276199,47
9368,5349,2590079,13
9369,5349,2649463,16
9370,5349,2737303,7
9371,5349,2752192,3
9372,5349,2761591,20
9373,5349,2772126,1
9374,5349,2839419,21
9375,5349,2855889,22
9376,5349,2900731,24
9377,5349,3067585,30
9378,5349,3080860,10
9379,5349,3095355,11
9380,5349,3302246,33
9381,5349,3377957,34
9382,5349,3442768,36
9383,5349,3546435,37
9384,5349,3558765,39
9385,5349,3595222,41
9386,5349,3628125,42
9387,5349,3717464,43
9388,5349,3744966,44
9389,5349,3750008,45
9390,5349,3862730,27
9391,5349,3885321,48
9392,5349,3890267,49
9393,5349,3947426,50
9394,5350,76120,47
9395,5350,138357,54
9396,5350,154637,92
9397,5350,157602,55
9398,5350,185809,89
9399,5350,211521,43
9400,5350,221434,68
9401,5350,313155,75
9402,5350,339208,8
9403,5350,409100,27
9404,5350,433721,7
9405,5350,488824,1
9406,5350,580345,33
9407,5350,580346,32
9408,5350,586712,104
9409,5350,605274,93
9410,5350,692749,25
9411,5350,728325,18
9412,5350,750286,49
9413,5350,875428,44
9414,5350,879083,11
9415,5350,882272,41
9416,5350,940290,3
9417,5350,948777,77
9418,5350,968799,15
9419,5350,990842,74
9420,5350,1017631,95
9421,5350,1085718,20
9422,5350,1121391,39
9423,5350,1161729,40
9424,5350,1190293,5
9425,5350,1291575,46
9426,5350,1311985,53
9427,5350,1355697,31
9428,5350,1424589,76
9429,5350,1485614,4
9430,5350,1522764,48
9431,5350,1592179,29
9432,5350,1643361,35
9433,5350,1715193,14
9434,5350,1731491,100
9435,5350,1745896,58
9436,5350,1773716,69
9437,5350,1865448,70
9438,5350,1873212,26
9439,5350,1878319,24
9440,5350,2015526,78
9441,5350,2094363,102
9442,5350,2120227,86
9443,5350,2197641,85
9444,5350,2203799,56
9445,5350,2259222,19
9446,5350,2320361,51
9447,5350,2339451,91
9448,5350,2399711,2
9449,5350,2411917,73
9450,5350,2414736,36
9451,5350,2453003,83
9452,5350,2458478,28
9453,5350,2492404,9
9454,5350,2505581,50
9455,5350,2602849,16
9456,5350,2609665,105
9457,5350,2617913,72
9458,5350,2699196,60
9459,5350,2745844,6
9460,5350,2763201,59
9461,5350,2807625,80
9462,5350,2822182,42
9463,5350,2899364,90
9464,5350,2960675,17
9465,5350,2983761,94
9466,5350,2988525,23
9467,5350,3021729,62
9468,5350,3021937,64
9469,5350,3054248,66
9470,5350,3066709,45
9471,5350,3110973,12
9472,5350,3136753,84
9473,5350,3169776,96
9474,5350,3178168,61
9475,5350,3178169,63
9476,5350,3178170,65
9477,5350,3245963,57
9478,5350,3291815,71
9479,5350,3299495,21
9480,5350,3344542,103
9481,5350,3421718,97
9482,5350,3431045,88
9483,5350,3431050,79
9484,5350,3434182,38
9485,5350,3436015,30
9486,5350,3455091,98
9487,5350,3487151,99
9488,5350,3496048,82
9489,5350,3528764,101
9490,5350,3579901,81
9491,5350,3593852,52
9492,5350,3616314,87
9493,5350,3620037,67
9494,5350,3651282,37
9495,5350,3689586,10
9496,5350,3719866,13
9497,5350,3732433,22
9498,5350,3734174,34
9499,5351,142522,28
9500,5351,191745,22
9501,5351,210469,12
9502,5351,265513,9
9503,5351,300453,30
9504,5351,362260,31
9505,5351,425662,8
9506,5351,819751,20
9507,5351,893545,4
9508,5351,955360,19
9509,5351,1082357,23
9510,5351,1170958,37
9511,5351,1440991,26
9512,5351,1484596,11
9513,5351,1651283,18
9514,5351,1861807,27
9515,5351,2421926,33
9516,5351,2674949,24
9517,5351,2754610,21
9518,5351,2817200,42
9519,5351,2817419,43
9520,5351,2954104,35
9521,5351,2954149,17
9522,5351,3020250,40
9523,5351,3033780,32
9524,5351,3143625,41
9525,5351,3145484,38
9526,5351,3157852,29
9527,5351,3261935,6
9528,5351,3261936,5
9529,5351,3279438,13
9530,5351,3330268,7
9531,5351,3397333,25
9532,5351,3419933,3
9533,5351,3419953,16
9534,5351,3487376,14
9535,5351,3619741,15
9536,5351,3662753,36
9537,5351,3662755,1
9538,5351,3662756,34
9539,5351,3667543,2
9540,5351,3808697,39
9541,5351,3887967,10
9542,5352,32523,46
9543,5352,97601,5
9544,5352,228389,29
9545,5352,277162,22
9546,5352,286160,17
9547,5352,295325,24
9548,5352,313673,21
9549,5352,422075,13
9550,5352,433301,18
9551,5352,435427,16
9552,5352,606224,3
9553,5352,642272,38
9554,5352,709157,12
9555,5352,876009,23
9556,5352,877228,40
9557,5352,1043631,10
9558,5352,1079831,4
9559,5352,1194841,2
9560,5352,1275932,11
9561,5352,1325670,1
9562,5352,1483505,6
9563,5352,1499814,25
9564,5352,1507329,14
9565,5352,1590481,41
9566,5352,1637655,44
9567,5352,1830378,26
9568,5352,1836348,47
9569,5352,1910475,27
9570,5352,2141623,43
9571,5352,2211137,32
9572,5352,2409051,35
9573,5352,2504030,34
9574,5352,2575990,39
9575,5352,2578048,20
9576,5352,2642640,7
9577,5352,2659399,28
9578,5352,2700121,36
9579,5352,2718353,42
9580,5352,2790702,30
9581,5352,2825571,45
9582,5352,2933450,8
9583,5352,2991607,31
9584,5352,3077056,37
9585,5352,3568833,48
9586,5352,3757998,15
9587,5352,3920218,9
9588,5352,3927258,33
9589,5352,3942131,19
9590,5353,152072,24
9591,5353,369237,4
9592,5353,440581,23
9593,5353,681296,15
9594,5353,818611,13
9595,5353,1060382,22
9596,5353,1163743,18
9597,5353,1206963,1
9598,5353,1269220,10
9599,5353,1323362,20
9600,5353,1348940,8
9601,5353,2040732,9
9602,5353,2092460,14
9603,5353,2141496,3
9604,5353,2160836,6
9605,5353,2385658,21
9606,5353,2409836,12
9607,5353,2610712,19
9608,5353,3050949,16
9609,5353,3274062,7
9610,5353,3324570,5
9611,5353,3370085,17
9612,5353,3732666,2
9613,5353,3744966,11
9614,5354,62341,64
9615,5354,107073,7
9616,5354,125769,18
9617,5354,161715,17
9618,5354,237730,16
9619,5354,264152,31
9620,5354,301170,42
9621,5354,316365,11
9622,5354,368591,61
9623,5354,415056,59
9624,5354,415244,66
9625,5354,422659,12
9626,5354,474641,4
9627,5354,484254,35
9628,5354,516956,8
9629,5354,563995,40
9630,5354,599431,51
9631,5354,642924,52
9632,5354,739871,27
9633,5354,757288,26
9634,5354,778422,5
9635,5354,783862,57
9636,5354,839765,53
9637,5354,859039,37
9638,5354,938845,6
9639,5354,957467,23
9640,5354,975450,54
9641,5354,1032844,33
9642,5354,1039270,45
9643,5354,1073912,60
9644,5354,1099528,55
9645,5354,1200631,49
9646,5354,1237890,67
9647,5354,1318896,58
9648,5354,1486558,13
9649,5354,1501497,15
9650,5354,1562216,32
9651,5354,1569780,39
9652,5354,1735327,68
9653,5354,1835355,10
9654,5354,1939404,43
9655,5354,2015522,1
9656,5354,2052846,28
9657,5354,2087058,63
9658,5354,2143693,69
9659,5354,2148073,14
9660,5354,2175151,36
9661,5354,2263590,19
9662,5354,2294629,71
9663,5354,2331674,3
9664,5354,2414737,46
9665,5354,2444017,24
9666,5354,2471131,47
9667,5354,2476523,34
9668,5354,2549076,29
9669,5354,2595411,21
9670,5354,2676219,65
9671,5354,2818372,48
9672,5354,2841911,30
9673,5354,2945615,9
9674,5354,2983761,62
9675,5354,3107459,38
9676,5354,3119928,56
9677,5354,3187008,22
9678,5354,3302193,41
9679,5354,3401468,44
9680,5354,3458309,25
9681,5354,3507070,20
9682,5354,3651189,2
9683,5354,3816965,70
9684,5354,3929965,50
9685,5355,17309,39
9686,5355,180300,36
9687,5355,319243,38
9688,5355,794554,23
9689,5355,873511,14
9690,5355,901175,24
9691,5355,1102415,27
9692,5355,1235252,33
9693,5355,1295576,12
9694,5355,1548960,21
9695,5355,1605054,18
9696,5355,1624564,41
9697,5355,1671991,16
9698,5355,1914581,26
9699,5355,1981811,1
9700,5355,2173906,32
9701,5355,2469424,25
9702,5355,2486447,35
9703,5355,2491511,40
9704,5355,2580848,10
9705,5355,2680988,3
9706,5355,2834810,7
9707,5355,2916041,9
9708,5355,2990910,31
9709,5355,3001076,6
9710,5355,3020385,37
9711,5355,3020914,4
9712,5355,3094706,30
9713,5355,3167109,29
9714,5355,3191522,5
9715,5355,3371822,20
9716,5355,3435753,2
9717,5355,3436919,34
9718,5355,3438648,17
9719,5355,3485060,19
9720,5355,3634653,13
9721,5355,3636192,8
9722,5355,3673662,28
9723,5355,3770681,22
9724,5355,3798592,42
9725,5355,3895339,15
9726,5355,3950271,11
9727,5356,115242,14
9728,5356,130268,6
9729,5356,211498,25
9730,5356,938651,2
9731,5356,1111356,23
9732,5356,1314848,7
9733,5356,1504838,11
9734,5356,1892183,12
9735,5356,2146307,13
9736,5356,2442521,21
9737,5356,2557420,9
9738,5356,2562662,19
9739,5356,2631152,10
9740,5356,2640766,15
9741,5356,2680988,3
9742,5356,2814022,5
9743,5356,2924237,24
9744,5356,2958015,8
9745,5356,3233986,16
9746,5356,3371972,17
9747,5356,3542979,13
9748,5356,3608538,1
9749,5356,3684619,20
9750,5356,3781395,4
9751,5356,3827359,26
9752,5356,3862596,22
9753,5363,87355,56
9754,5363,287987,15
9755,5363,343689,17
9756,5363,362576,22
9757,5363,401900,2
9758,5363,480726,93
9759,5363,480807,21
9760,5363,484503,38
9761,5363,561443,60
9762,5363,618524,65
9763,5363,629354,12
9764,5363,648372,39
9765,5363,717492,23
9766,5363,720031,89
9767,5363,740140,9
9768,5363,742174,87
9769,5363,748380,24
9770,5363,832211,7
9771,5363,914010,91
9772,5363,914710,20
9773,5363,1004602,58
9774,5363,1006376,55
9775,5363,1066668,25
9776,5363,1187440,26
9777,5363,1230914,68
9778,5363,1239379,14
9779,5363,1324612,10
9780,5363,1342697,3
9781,5363,1394865,50
9782,5363,1428137,90
9783,5363,1454519,27
9784,5363,1471026,40
9785,5363,1481535,92
9786,5363,1488430,78
9787,5363,1489971,28
9788,5363,1498777,63
9789,5363,1521598,88
9790,5363,1582705,16
9791,5363,1587755,85
9792,5363,1590528,11
9793,5363,1594697,1
9794,5363,1597454,29
9795,5363,1632273,30
9796,5363,1673858,31
9797,5363,1677220,18
9798,5363,1761994,32
9799,5363,1811335,94
9800,5363,1812012,5
9801,5363,1878333,41
9802,5363,1913729,33
9803,5363,1924561,6
9804,5363,1935315,34
9805,5363,2051759,95
9806,5363,2135208,62
9807,5363,2142430,19
9808,5363,2273247,44
9809,5363,2278475,84
9810,5363,2282378,13
9811,5363,2296789,43
9812,5363,2373762,46
9813,5363,2414437,52
9814,5363,2414749,36
9815,5363,2415206,35
9816,5363,2436064,37
9817,5363,2487914,45
9818,5363,2503106,86
9819,5363,2503109,69
9820,5363,2619922,70
9821,5363,2643518,71
9822,5363,2676643,53
9823,5363,2715162,57
9824,5363,2752042,72
9825,5363,2799551,61
9826,5363,2916959,74
9827,5363,2955973,75
9828,5363,3066876,76
9829,5363,3374125,77
9830,5363,3385492,8
9831,5363,3413842,54
9832,5363,3523294,83
9833,5363,3541390,67
9834,5363,3541392,66
9835,5363,3543744,47
9836,5363,3549460,82
9837,5363,3572055,49
9838,5363,3721627,59
9839,5363,3735332,79
9840,5363,3742172,4
9841,5363,3767744,42
9842,5363,3807285,48
9843,5363,3892303,73
9844,5363,3903767,64
